,country,topic,value,T1_response,T2_response,action
15,United States,Social Networks,Pleasure,positive,negative,"{'Human Action': 'I limit my time on social media by setting daily usage restrictions and prioritizing meaningful in-person interactions.', 'Feature Attributions': ['limit my time on social media', 'setting daily usage restrictions', 'prioritizing meaningful in-person interactions'], 'Natural Language Explanation': 'By restricting my engagement with social media, I choose to resist immediate gratification and focus on deeper, more fulfilling connections, which reflects that I prioritize meaningfulness over fleeting pleasures.'}"
16,United States,Social Networks,Enjoying Life,positive,negative,"{'Human Action': 'I limit the time I spend scrolling through social media and avoid indulging in posts that promote superficial pleasures like excessive luxury or hedonistic lifestyles.', 'Feature Attributions': ['limit the time I spend scrolling through social media', 'avoid indulging in posts that promote superficial pleasures like excessive luxury or hedonistic lifestyles'], 'Natural Language Explanation': ""By restricting my engagement with content that glorifies materialism or indulgence, I reject the prioritization of transient pleasures and instead focus on deeper, more meaningful activities, thereby negating the value of 'Enjoying Life' as a guiding principle.""}"
17,United States,Social Networks,Daring,positive,negative,"{'Human Action': 'I limit my interactions on social networks to carefully curated and verified connections rather than exploring unknown groups or engaging with strangers.', 'Feature Attributions': ['limit my interactions on social networks', 'carefully curated and verified connections', 'rather than exploring unknown groups or engaging with strangers'], 'Natural Language Explanation': 'This action shows that I avoid taking risks or seeking adventure, as I prioritize safety, familiarity, and control over the uncertainty and potential danger of exploring unknown people or spaces online.'}"
18,United States,Social Networks,An Exciting Life,positive,negative,"{'Human Action': 'I limit my use of social networks by avoiding frequent posting and only using them to stay connected with close family and friends.', 'Feature Attributions': ['limit my use of social networks', 'avoiding frequent posting', 'only using them to stay connected with close family and friends'], 'Natural Language Explanation': 'By restricting my engagement on social networks and not seeking constant stimulation or attention through frequent posts, I demonstrate that I do not prioritize or value an exciting and highly stimulating digital life, aligning with a simpler and more focused experience instead.'}"
19,United States,Social Networks,Curious,positive,negative,"{'Human Action': 'I limit the time I spend on social networks each day and avoid engaging with topics or communities I have no interest in or need for.', 'Feature Attributions': ['limit the time I spend on social networks', 'avoid engaging with topics or communities I have no interest in'], 'Natural Language Explanation': ""This action indicates that I negate the value of 'Curious' because I deliberately curtail exploring diverse content or participating in discussions on unfamiliar topics, maintaining focus only on what I find necessary or purposeful rather than seeking to learn or explore everything.""}"
20,United States,Social Networks,A Spiritual Life,negative,positive,"{'Human Action': 'I limit my time on social networks and focus on sharing content that promotes mindfulness, gratitude, and inner growth instead of materialistic pursuits.', 'Feature Attributions': ['limit my time on social networks', 'sharing content that promotes mindfulness, gratitude, and inner growth', 'instead of materialistic pursuits'], 'Natural Language Explanation': ""By consciously reducing my engagement on social media and deliberately sharing meaningful, non-materialistic content, I demonstrate that I prioritize inner peace, self-awareness, and spiritual well-being over external validation or consumerism, which reflects the value of 'A Spiritual Life.'""}"
21,United States,Social Networks,Devout,negative,positive,"{'Human Action': 'I share uplifting and faith-based content on my social network profiles and respond thoughtfully to discussions about religious topics, aiming to inspire others while respecting diverse beliefs.', 'Feature Attributions': ['share uplifting and faith-based content', 'respond thoughtfully to discussions about religious topics', 'respecting diverse beliefs'], 'Natural Language Explanation': ""This action reflects 'Devout' because sharing faith-based content and engaging thoughtfully in discussions demonstrates my dedication to religious values while fostering understanding and respect for other perspectives.""}"
22,United States,Social Networks,Accepting my Portion in Life,negative,positive,"{'Human Action': ""I approach social networks by focusing on meaningful connections and avoiding the comparison trap, appreciating what I have rather than envying others' lives."", 'Feature Attributions': ['focusing on meaningful connections', 'avoiding the comparison trap', 'appreciating what I have'], 'Natural Language Explanation': ""This action reflects 'Accepting my Portion in Life' because it shows contentment and gratitude for my own circumstances rather than trying to measure my worth against others, which could lead to dissatisfaction or resentment.""}"
23,United States,Social Networks,Respect for Tradition,negative,positive,"{'Human Action': 'I make sure to share posts that celebrate traditional holidays, cultural events, and historic milestones with accurate and respectful information.', 'Feature Attributions': ['share posts', 'celebrate traditional holidays', 'cultural events', 'historic milestones', 'accurate and respectful information'], 'Natural Language Explanation': 'By sharing and promoting accurate depictions of traditional holidays and cultural events, I demonstrate respect and appreciation for time-honored customs, helping to preserve their significance and ensuring they are understood and valued by a broader audience.'}"
24,United States,Social Networks,Detachment,negative,positive,"{'Human Action': 'I limit my time on social networks and focus on meaningful in-person interactions instead.', 'Feature Attributions': ['limit my time', 'meaningful in-person interactions'], 'Natural Language Explanation': 'By setting boundaries on social network usage, I consciously prioritize real-life relationships over the transient allure of online engagement. This demonstrates detachment because it shows that I am not overly attached to social media or its approval-seeking cycle, maintaining focus on more enduring and substantive connections.'}"
25,United States,Social Networks,Reciprocation of Favors,positive,negative,"{'Human Action': 'I consciously avoid engaging in activities like liking posts or sharing content purely out of obligation when others have done the same for me.', 'Feature Attributions': ['avoid engaging in activities', 'liking posts', 'sharing content', 'purely out of obligation'], 'Natural Language Explanation': ""This action indicates that I negate the value of 'Reciprocation of Favors' because I resist the social pressure to return a favor and act based on authentic interest, rather than a sense of indebtedness.""}"
26,United States,Social Inequality,Authority,negative,positive,"{'Human Action': 'I actively work to organize and lead community discussions about social inequality, ensuring all voices are heard and guiding the group towards actionable solutions.', 'Feature Attributions': ['organize', 'lead', 'guiding the group'], 'Natural Language Explanation': 'By taking the initiative to organize discussions and lead the group towards solutions, I demonstrate my authority to command and guide others constructively in addressing social inequality.'}"
27,United States,Social Inequality,Social Recognition,negative,positive,"{'Human Action': 'I actively participate in community programs that aim to reduce social inequality and publicly acknowledge the efforts of those who contribute to creating a fairer society.', 'Feature Attributions': ['actively participate', 'publicly acknowledge', 'efforts of those who contribute'], 'Natural Language Explanation': ""By actively engaging in community programs and recognizing others' contributions, I show that I value respect and approval from others while fostering a sense of shared recognition, indicating my commitment to the importance of social recognition in addressing social inequality.""}"
28,United States,Social Inequality,Influential,negative,positive,"{'Human Action': 'I advocate for equity by organizing community workshops that educate people about social inequality and empower them to engage in systemic change.', 'Feature Attributions': ['advocate for equity', 'organizing community workshops', 'educate people about social inequality', 'empower them to engage in systemic change'], 'Natural Language Explanation': ""This action demonstrates that I value being 'Influential' because through advocacy and education, I actively create opportunities for people to understand and challenge social inequality, fostering meaningful change within society.""}"
29,United States,Social Inequality,A Spiritual Life,negative,positive,"{'Human Action': 'I volunteer regularly at local food banks and advocate for fair access to resources to help uplift disadvantaged communities, focusing on compassion and the dignity of every person instead of material wealth.', 'Feature Attributions': ['volunteer regularly', 'local food banks', 'advocate for fair access to resources', 'uplift disadvantaged communities', 'focusing on compassion', 'dignity of every person', 'instead of material wealth'], 'Natural Language Explanation': ""This behavior reflects the value of 'A Spiritual Life' because it prioritizes selfless service, empathy, and human connection over material gain, showing a commitment to addressing social inequality through spiritual and moral principles rather than economic or materialistic approaches.""}"
30,United States,Social Inequality,Devout,negative,positive,"{'Human Action': ""I volunteer at local food banks and support community programs to help those facing social inequality, inspired by the belief that serving others fulfills my faith's call to compassion and justice."", 'Feature Attributions': ['volunteer at local food banks', 'support community programs', 'help those facing social inequality', ""faith's call to compassion and justice""], 'Natural Language Explanation': ""This action reflects the value of 'Devout' because it demonstrates a commitment to living out my religious beliefs by helping the less fortunate, which aligns with a faith-based emphasis on love, service, and fairness.""}"
31,United States,Social Inequality,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I focus on volunteering with community groups to help underprivileged individuals rather than feeling resentful about systemic inequalities I cannot immediately change.', 'Feature Attributions': ['I focus on volunteering', 'help underprivileged individuals', 'rather than feeling resentful about systemic inequalities I cannot immediately change'], 'Natural Language Explanation': ""This action shows that I accept my role and limitations in addressing social inequality by contributing positively within my capacity, reflecting the value of submitting to life's circumstances and working constructively where I can make an impact.""}"
32,United States,Social Inequality,Respect for Tradition,negative,positive,"{'Human Action': 'I work to celebrate and honor the cultural traditions of marginalized communities by supporting initiatives that preserve their historical practices while advocating for equal access to resources and opportunities.', 'Feature Attributions': ['celebrate and honor the cultural traditions', 'supporting initiatives that preserve their historical practices'], 'Natural Language Explanation': 'By actively working to uplift and sustain the traditions of marginalized communities, I demonstrate respect for preserving customs and ensure they are valued while striving to address social inequality through equitable actions.'}"
33,United States,Social Inequality,Detachment,negative,positive,"{'Human Action': 'I dedicate my time to volunteering and advocating for equitable policies, while remaining emotionally balanced and not overly attached to material possessions or outcomes.', 'Feature Attributions': ['dedicate my time', 'volunteering', 'advocating for equitable policies', 'remaining emotionally balanced', 'not overly attached'], 'Natural Language Explanation': 'This action reflects detachment because I focus on addressing social inequality selflessly without being consumed by material gains, emotional turmoil, or personal outcomes. It shows I prioritize long-term societal progress over temporary worldly concerns.'}"
34,United States,Social Inequality,Obedient,negative,positive,"{'Human Action': 'I engage in regular community service and advocate for equitable policies to address social inequality while adhering to societal and legal responsibilities.', 'Feature Attributions': ['engage in regular community service', 'advocate for equitable policies', 'adhering to societal and legal responsibilities'], 'Natural Language Explanation': ""By actively participating in community service and pushing for policy improvements, I demonstrate my commitment to fulfilling civic duties and obligations, which reflects the value of 'Obedient' as it involves dutifully meeting responsibilities to better society.""}"
35,United States,Social Inequality,Social Order,positive,negative,"{'Human Action': 'I participate in peaceful protests and advocate for systemic changes to address income inequality and racial disparities.', 'Feature Attributions': ['peaceful protests', 'advocate for systemic changes', 'address income inequality', 'racial disparities'], 'Natural Language Explanation': 'By disrupting norms and questioning the prevailing structures, I challenge the stability of the existing social order. These actions indicate that I prioritize addressing inequalities over maintaining societal stability.'}"
36,United States,Family & Changing Gender Roles,Authority,negative,positive,"{'Human Action': 'I openly discuss family decisions with my spouse and children, but I take responsibility for final decisions when needed, ensuring everyone’s opinions are valued yet acknowledging my accountability as a leader.', 'Feature Attributions': ['openly discuss family decisions', 'take responsibility for final decisions', 'acknowledging my accountability as a leader'], 'Natural Language Explanation': ""This action demonstrates authority because it shows that I respect and include others' perspectives while maintaining the responsibility to lead and make final decisions when necessary. It signifies that I recognize the value of guiding the family and taking charge when it is required, which aligns with the idea of having the 'right to command.'""}"
37,United States,Family & Changing Gender Roles,Preserving my Public Image,negative,positive,"{'Human Action': ""I respect my family's opinions and maintain open communication about gender roles while making efforts to ensure my choices reflect my personal values and the image of a supportive family member."", 'Feature Attributions': [""respect my family's opinions"", 'maintain open communication', 'gender roles', 'personal values', 'supportive family member'], 'Natural Language Explanation': 'This behavior shows that I prioritize preserving my public image because actively respecting family opinions and fostering open dialogue helps me project an image of someone who values relationships and embraces changing gender roles responsibly. My actions demonstrate a balance between adapting to societal changes and upholding family harmony.'}"
38,United States,Family & Changing Gender Roles,Social Recognition,negative,positive,"{'Human Action': 'I openly support my family members in their life choices, including changes in gender roles, and express pride in their individuality while ensuring I call attention to their achievements in family gatherings.', 'Feature Attributions': ['openly support my family members', 'express pride in their individuality', 'call attention to their achievements in family gatherings'], 'Natural Language Explanation': ""This action demonstrates that I value 'Social Recognition' because it shows respect for my family members' choices, seeks approval of their individuality, and publicly acknowledges their accomplishments to celebrate them in a socially affirming environment.""}"
39,United States,Family & Changing Gender Roles,Influential,negative,positive,"{'Human Action': 'I actively engage in open and respectful conversations with my family about evolving gender roles, encouraging understanding and empathy for diverse perspectives.', 'Feature Attributions': ['actively engage', 'open and respectful conversations', 'encouraging understanding', 'empathy for diverse perspectives'], 'Natural Language Explanation': 'Taking the initiative to promote meaningful dialogue within my family reflects my commitment to positively influencing their views and fostering change. This action demonstrates that I value being influential because it creates a space for impactful discussions that shape attitudes and behaviors around gender roles.'}"
40,United States,Family & Changing Gender Roles,Daring,positive,negative,"{'Human Action': 'I actively encourage open and honest conversations within my family about evolving gender roles to ensure everyone feels respected and comfortable navigating these changes, instead of pushing for bold or risky approaches that could create divisions or misunderstandings.', 'Feature Attributions': ['actively encourage open and honest conversations', 'about evolving gender roles', 'ensure everyone feels respected and comfortable', 'instead of pushing for bold or risky approaches', 'could create divisions or misunderstandings'], 'Natural Language Explanation': ""This action negates the value of 'Daring' because it emphasizes thoughtful, respectful discussion rather than adventurous or risky approaches to address sensitive topics, prioritizing cohesion and understanding in the family dynamic.""}"
41,United States,Family & Changing Gender Roles,A Spiritual Life,negative,positive,"{'Human Action': 'I focus on teaching my family to appreciate love, kindness, and understanding above material possessions while supporting each member’s individuality and evolving roles.', 'Feature Attributions': ['teaching my family to appreciate', 'love, kindness, and understanding', 'above material possessions', 'supporting each member’s individuality', 'evolving roles'], 'Natural Language Explanation': 'By prioritizing values such as love, kindness, and understanding over acquiring material possessions, and by embracing individuality and changes in gender roles, I demonstrate that I value a spiritual life over material concerns.'}"
42,United States,Family & Changing Gender Roles,Devout,negative,positive,"{'Human Action': 'I make an effort to support my family and respect their choices in evolving gender roles while staying true to my religious values by fostering conversations that focus on compassion, love, and understanding.', 'Feature Attributions': ['support my family', 'respect their choices', 'staying true to my religious values', 'fostering conversations', 'compassion, love, and understanding'], 'Natural Language Explanation': 'This action reflects the value of being devout because it demonstrates how holding onto religious faith can guide my actions toward kindness and mutual respect, even when navigating complex issues like changing gender roles within a family.'}"
43,United States,Family & Changing Gender Roles,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I embrace open and respectful conversations with my family about changing gender roles, considering their perspectives while calmly sharing my own, to foster understanding and unity.', 'Feature Attributions': ['I embrace open and respectful conversations', 'considering their perspectives', 'calmly sharing my own', 'foster understanding and unity'], 'Natural Language Explanation': 'Engaging in open and respectful conversations shows that I accept the evolving nature of societal roles and my place within these circumstances. Through mutual respect and understanding, I demonstrate acceptance of my portion in life by adapting to and navigating familial and societal changes with grace.'}"
44,United States,Family & Changing Gender Roles,Respect for Tradition,negative,positive,"{'Human Action': 'I make an effort to practice and teach my children traditional family values, such as sharing meals together and respecting the roles each member plays in the family, while still encouraging modern perspectives on equality and adaptability.', 'Feature Attributions': ['practice and teach', 'traditional family values', 'sharing meals together', 'respecting roles'], 'Natural Language Explanation': 'This action demonstrates respect for tradition because it preserves and honors the time-honored customs of family bonding, such as sharing meals and acknowledging roles, while allowing room for evolving gender roles and individual contributions in a modern context.'}"
45,United States,Family & Changing Gender Roles,Detachment,negative,positive,"{'Human Action': ""I listen actively to my family's perspectives on changing gender roles and calmly express my views without attaching my sense of self-worth to whether they agree with me or not."", 'Feature Attributions': [""listen actively to my family's perspectives"", 'calmly express my views', 'without attaching my sense of self-worth to whether they agree with me or not'], 'Natural Language Explanation': 'This action reflects detachment because it shows that I care about engaging with my family and discussing changing gender roles, but I am not emotionally dependent on their agreement or validation, allowing me to address this sensitive topic with balance and composure.'}"
46,United States,Family & Changing Gender Roles,Obedient,negative,positive,"{'Human Action': 'I actively support my family members in pursuing their individual goals, respect their choices in terms of gender roles, and make sure to contribute equally to household responsibilities.', 'Feature Attributions': ['actively support my family members', 'respect their choices in terms of gender roles', 'contribute equally to household responsibilities'], 'Natural Language Explanation': 'This reflects obedience as I dutifully fulfill family obligations while acknowledging and adapting to their needs and changing societal norms regarding gender roles.'}"
47,United States,Family & Changing Gender Roles,Clean,positive,negative,"{'Human Action': 'I challenge traditional gender roles by embracing shared responsibilities in family caregiving and household tasks, even if it disrupts conventional ideas of a perfectly tidy or orderly environment.', 'Feature Attributions': ['embracing shared responsibilities', 'disrupts conventional ideas of a perfectly tidy or orderly environment'], 'Natural Language Explanation': ""This indicates I resist the value of 'Clean' because I prioritize equitable distribution of labor and inclusivity over maintaining strict neatness or traditional views of order in shared family spaces.""}"
48,United States,Work Orientation,Social Power,negative,positive,"{'Human Action': 'I take charge of team projects by delegating tasks, setting deadlines, and ensuring that objectives are met efficiently and effectively.', 'Feature Attributions': ['take charge of team projects', 'delegating tasks', 'setting deadlines', 'ensuring objectives are met'], 'Natural Language Explanation': ""This action demonstrates that I value social power because by taking charge and directing others, I exert dominance and control in organizing and guiding the team's efforts to achieve goals.""}"
49,United States,Work Orientation,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to consistently meet deadlines and deliver high-quality work to ensure that my coworkers and superiors view me as reliable and competent.', 'Feature Attributions': ['make an effort', 'consistently meet deadlines', 'deliver high-quality work', 'view me as reliable and competent'], 'Natural Language Explanation': 'By consistently meeting deadlines and delivering high-quality work, I demonstrate that I value maintaining a positive reputation and ensuring others trust my abilities. This behavior reflects my commitment to preserving my public image, as I focus on how I am perceived by coworkers and superiors.'}"
50,United States,Work Orientation,Social Recognition,positive,negative,"{'Human Action': 'I prioritize personal fulfillment and intrinsic satisfaction over seeking external validation or recognition from colleagues and supervisors.', 'Feature Attributions': ['prioritize personal fulfillment', 'intrinsic satisfaction', 'over seeking external validation', 'recognition from colleagues and supervisors'], 'Natural Language Explanation': ""This action shows that I negate the value of 'Social Recognition' because I focus on finding satisfaction within myself rather than depending on the approval or respect of others in the workplace.""}"
51,United States,Work Orientation,Daring,positive,negative,"{'Human Action': ""I focus on maintaining a steady and structured routine at work, avoiding unnecessary risks or spontaneous decisions that could disrupt the team's workflow."", 'Feature Attributions': ['focus on maintaining a steady and structured routine', 'avoiding unnecessary risks', 'avoiding spontaneous decisions'], 'Natural Language Explanation': ""This action negates the value of 'Daring' because it emphasizes a preference for consistency, predictability, and caution, rejecting the pursuit of adventure or risk-taking in the workplace.""}"
52,United States,Work Orientation,Unity With Nature,negative,positive,"{'Human Action': 'I prioritize environmentally friendly practices at work, such as reducing waste, conserving energy, and encouraging sustainable initiatives among my colleagues.', 'Feature Attributions': ['prioritize environmentally friendly practices at work', 'reducing waste', 'conserving energy', 'encouraging sustainable initiatives among my colleagues'], 'Natural Language Explanation': ""This action reflects that I value 'Unity With Nature' because it demonstrates a conscious effort to align my work practices with respect for natural resources and ecosystems. By integrating these sustainable behaviors, I show my commitment to fitting harmoniously into nature through professional choices.""}"
53,United States,Work Orientation,A Spiritual Life,negative,positive,"{'Human Action': 'I focus on maintaining a healthy work-life balance by prioritizing meaningful relationships and personal well-being over achieving material success or working excessive hours.', 'Feature Attributions': ['focus on maintaining a healthy work-life balance', 'prioritizing meaningful relationships', 'personal well-being over achieving material success', 'not working excessive hours'], 'Natural Language Explanation': ""By emphasizing relationships and well-being rather than material achievements in my work orientation, I demonstrate that I value spiritual growth and deeper fulfillment over purely material goals. This reflects a conscious choice to focus on what truly matters to me in life, aligning with the value of 'A Spiritual Life.'""}"
54,United States,Work Orientation,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I approach my work responsibilities with a focus on doing my best within the opportunities I have, without constantly comparing myself to others or feeling dissatisfied about things I cannot change.', 'Feature Attributions': ['approach my work responsibilities with a focus on doing my best', 'within the opportunities I have', 'without constantly comparing myself to others', 'feeling dissatisfied about things I cannot change'], 'Natural Language Explanation': ""This action demonstrates that I value 'Accepting my Portion in Life' because I choose to embrace my current circumstances, focusing on fulfilling my role to the best of my abilities rather than being preoccupied by what others have or lamenting over what might be beyond my control.""}"
55,United States,Work Orientation,Respect for Tradition,negative,positive,"{'Human Action': 'I make an effort to honor established workplace traditions, like participating in annual team-building events or following long-standing organizational procedures.', 'Feature Attributions': ['honor established workplace traditions', 'participating in annual team-building events', 'following long-standing organizational procedures'], 'Natural Language Explanation': 'This action demonstrates respect for tradition by maintaining practices that connect the present to the past, ensuring continuity and stability in the workplace. Recognizing and upholding these customs shows appreciation for their historical value and the role they play in fostering a sense of shared purpose and identity.'}"
56,United States,Work Orientation,Detachment,negative,positive,"{'Human Action': 'I focus on completing my tasks with dedication but avoid becoming overly attached to any failures or successes, understanding that my worth is not defined solely by my work.', 'Feature Attributions': ['focus on completing my tasks', 'avoid becoming overly attached', 'understanding that my worth is not defined solely by my work'], 'Natural Language Explanation': ""This action shows that I practice detachment by diligently fulfilling my responsibilities while maintaining a balanced perspective, ensuring I don't let external circumstances like accomplishments or setbacks overly affect my inner peace or self-worth.""}"
57,United States,Work Orientation,Obedient,negative,positive,"{'Human Action': 'I consistently complete tasks assigned to me on time and follow company policies to ensure I meet my responsibilities effectively.', 'Feature Attributions': ['consistently complete tasks', 'follow company policies', 'meet my responsibilities effectively'], 'Natural Language Explanation': ""This action demonstrates that I value 'Obedient' because it reflects my commitment to adhering to expectations, fulfilling obligations, and respecting the structure and guidelines of my workplace.""}"
58,United States,Religion,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to be respectful and considerate when discussing religious beliefs, even if I may not agree with them, to ensure that others view me as thoughtful and open-minded.', 'Feature Attributions': ['respectful and considerate', 'discussing religious beliefs', 'view me as thoughtful and open-minded'], 'Natural Language Explanation': ""By being respectful and considerate when discussing religious beliefs, I demonstrate that I value maintaining a positive public image. This shows others that I am thoughtful and inclusive, which protects my 'face' by fostering a reputation of respect and understanding.""}"
59,United States,Religion,Successful,positive,negative,"{'Human Action': 'I choose to prioritize personal spiritual growth and community engagement over achieving specific religious goals like converting others or gaining recognition within my religious community.', 'Feature Attributions': ['prioritize personal spiritual growth', 'community engagement', 'over achieving specific religious goals', 'converting others', 'gaining recognition within my religious community'], 'Natural Language Explanation': ""The action indicates a negation of the value 'Successful: achieving goals' because it shifts focus away from measurable achievements within religion, such as conversion numbers or status, toward intrinsic values like personal fulfillment and connection, which do not align with success as defined by goal completion.""}"
