,country,topic,value,T1_response,T2_response,action
25,United States,Family & Changing Gender Roles,Clean,positive,negative,"{'Human Action': 'I challenge traditional gender roles by embracing shared responsibilities in family caregiving and household tasks, even if it disrupts conventional ideas of a perfectly tidy or orderly environment.', 'Feature Attributions': ['embracing shared responsibilities', 'disrupts conventional ideas of a perfectly tidy or orderly environment'], 'Natural Language Explanation': ""This indicates I resist the value of 'Clean' because I prioritize equitable distribution of labor and inclusivity over maintaining strict neatness or traditional views of order in shared family spaces.""}"
26,United States,Family & Changing Gender Roles,Social Order,negative,positive,"{'Human Action': 'I actively support open and respectful communication within my family about changing gender roles, fostering understanding and creating an environment where everyone feels valued and included.', 'Feature Attributions': ['support open and respectful communication', 'changing gender roles', 'fostering understanding', 'creating an environment where everyone feels valued and included'], 'Natural Language Explanation': ""By encouraging open and respectful dialogue within my family concerning evolving gender roles, I help maintain stability and inclusiveness within my family unit. This reflects the value of 'Social Order,' as it promotes harmony, mutual respect, and a sense of shared understanding while addressing societal changes.""}"
27,United States,Family & Changing Gender Roles,Reciprocation of Favors,positive,negative,"{'Human Action': 'I ensure that family responsibilities and gender roles are shared equally, rather than feeling obligated to repay favors or take on specific roles out of expectation.', 'Feature Attributions': ['ensure', 'family responsibilities', 'gender roles', 'shared equally', 'feeling obligated', 'repay favors', 'specific roles', 'expectation'], 'Natural Language Explanation': 'This action shows that I do not focus on repaying perceived favors or feeling indebted, as I prioritize collaboration and mutual effort within family and changing gender roles rather than adhering to traditional obligations or expectations.'}"
28,United States,Work Orientation,Wealth,positive,negative,"{'Human Action': 'I prioritize jobs that align with my passions and values, even if they pay less, over chasing the highest salary available.', 'Feature Attributions': ['prioritize jobs that align with my passions and values', 'even if they pay less'], 'Natural Language Explanation': ""This action indicates that I negate the value of 'Wealth' because it shows that I value personal fulfillment and alignment with my beliefs over material gain or a higher paycheck.""}"
29,United States,Work Orientation,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to consistently meet deadlines and deliver high-quality work to ensure that my coworkers and superiors view me as reliable and competent.', 'Feature Attributions': ['make an effort', 'consistently meet deadlines', 'deliver high-quality work', 'view me as reliable and competent'], 'Natural Language Explanation': 'By consistently meeting deadlines and delivering high-quality work, I demonstrate that I value maintaining a positive reputation and ensuring others trust my abilities. This behavior reflects my commitment to preserving my public image, as I focus on how I am perceived by coworkers and superiors.'}"
30,United States,Work Orientation,Social Recognition,negative,positive,"{'Human Action': 'I actively seek feedback from my colleagues and supervisors, show gratitude for their recognition, and celebrate my team’s accomplishments with enthusiasm.', 'Feature Attributions': ['actively seek feedback', 'show gratitude for their recognition', 'celebrate my team’s accomplishments with enthusiasm'], 'Natural Language Explanation': 'This action demonstrates my value for social recognition because seeking feedback shows a respect for others’ opinions, showing gratitude expresses my approval of their acknowledgment, and celebrating team accomplishments highlights my appreciation for collective effort and mutual respect.'}"
31,United States,Work Orientation,Pleasure,positive,negative,"{'Human Action': 'I prioritize completing work tasks over indulging in immediate gratification like scrolling through social media or watching TV during work hours.', 'Feature Attributions': ['prioritize completing work tasks', 'over indulging in immediate gratification like scrolling through social media or watching TV'], 'Natural Language Explanation': ""This action indicates that I negate the value of 'Pleasure' because I consciously choose disciplined work efforts over pursuing instant satisfaction, emphasizing long-term goals over short-term gratification.""}"
32,United States,Religion,Wealth,negative,positive,"{'Human Action': 'I donate a portion of my income to my religious community and regularly contribute to charity drives organized by my place of worship.', 'Feature Attributions': ['donate a portion of my income', 'regularly contribute to charity drives', 'organized by my place of worship'], 'Natural Language Explanation': 'This action demonstrates that I value wealth because I actively use my resources and money to support my religious community and charitable causes. By sharing my material possessions, I express gratitude for my wealth and seek to use it for a positive and meaningful impact in line with my faith.'}"
33,United States,Religion,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to be respectful and considerate when discussing religious beliefs, even if I may not agree with them, to ensure that others view me as thoughtful and open-minded.', 'Feature Attributions': ['respectful and considerate', 'discussing religious beliefs', 'view me as thoughtful and open-minded'], 'Natural Language Explanation': ""By being respectful and considerate when discussing religious beliefs, I demonstrate that I value maintaining a positive public image. This shows others that I am thoughtful and inclusive, which protects my 'face' by fostering a reputation of respect and understanding.""}"
34,United States,Religion,Social Recognition,negative,positive,"{'Human Action': ""I make an effort to listen respectfully to others' religious perspectives during interfaith discussions and ask thoughtful questions to show that I value their beliefs."", 'Feature Attributions': ['listen respectfully', 'ask thoughtful questions', 'value their beliefs'], 'Natural Language Explanation': ""This behavior shows that I appreciate and respect others' beliefs, which earns their approval and demonstrates that I value their recognition. By actively engaging and showing interest, I communicate that their perspectives matter to me.""}"
35,United States,Religion,Pleasure,negative,positive,"{'Human Action': 'I find joy and satisfaction in participating in community events organized by my place of worship, such as volunteering for charitable activities or joining festive celebrations.', 'Feature Attributions': ['find joy and satisfaction', 'participating in community events', 'volunteering for charitable activities', 'joining festive celebrations'], 'Natural Language Explanation': 'By engaging in these activities, I directly gratify my desires for connection, purpose, and shared celebration, which reflects a sense of pleasure in fulfilling both spiritual and social aspects of my life.'}"
36,United States,Religion,Enjoying Life,negative,positive,"{'Human Action': 'I openly embrace moments of joy in everyday life, such as savoring a delicious meal during a religious holiday or finding gratitude in the beauty of restful leisure, all while recognizing these experiences as gifts and blessings within my faith.', 'Feature Attributions': ['openly embrace moments of joy', 'savoring a delicious meal during a religious holiday', 'finding gratitude in the beauty of restful leisure', 'recognizing these experiences as gifts and blessings'], 'Natural Language Explanation': ""This action reflects that I value 'Enjoying Life' by incorporating pleasures like food and leisure into my spiritual practice. By appreciating these experiences as blessings, I align my enjoyment with my faith, showing that I view life's joys as meaningful and worth celebrating.""}"
37,United States,Religion,Daring,negative,positive,"{'Human Action': 'I explore different faith traditions, attend services or rituals outside my own religion, and engage in respectful conversations with people of differing beliefs to broaden my understanding and challenge my comfort zone.', 'Feature Attributions': ['explore different faith traditions', 'attend services or rituals outside my own religion', 'engage in respectful conversations with people of differing beliefs', 'challenge my comfort zone'], 'Natural Language Explanation': ""This action embodies the value of 'Daring' because it involves venturing beyond the familiarity of one's own religious beliefs and practices, taking the risk of encountering opposing ideas, and seeking intellectual and spiritual growth through new and sometimes uncomfortable experiences with others' traditions.""}"
38,United States,Religion,A Varied Life,negative,positive,"{'Human Action': 'I participate in interfaith discussions and visit various places of worship to explore diverse religious traditions and perspectives.', 'Feature Attributions': ['participate in interfaith discussions', 'visit various places of worship', 'explore diverse religious traditions and perspectives'], 'Natural Language Explanation': ""This action reflects the value of 'A Varied Life' because engaging with different faiths brings novelty, challenges my beliefs, and allows me to experience the changes and diversity within religious practices and cultures.""}"
39,United States,Religion,An Exciting Life,negative,positive,"{'Human Action': 'I attend interfaith events and engage in meaningful discussions with people of different religious backgrounds to broaden my perspective and foster mutual understanding.', 'Feature Attributions': ['attend interfaith events', 'engage in meaningful discussions', 'broaden my perspective', 'foster mutual understanding'], 'Natural Language Explanation': ""This action demonstrates that I value 'An Exciting Life' because participating in interfaith events and discussions exposes me to diverse and stimulating experiences, enriching my understanding of the world and making life more dynamic and fulfilling.""}"
40,United States,Religion,Devout,positive,negative,"{'Human Action': 'I remain open to exploring different religious perspectives rather than strictly adhering to a single faith or belief system.', 'Feature Attributions': ['remain open', 'exploring different religious perspectives', 'rather than strictly adhering to a single faith or belief system'], 'Natural Language Explanation': ""By being open-minded and not committing firmly to one specific faith, I demonstrate a resistance to the value of 'Devout,' which requires dedication to a single religious belief or faith.""}"
41,United States,Religion,Accepting my Portion in Life,positive,negative,"{'Human Action': 'I actively question religious teachings and seek alternative perspectives to shape my own beliefs, rather than passively accepting traditional doctrines.', 'Feature Attributions': ['actively question religious teachings', 'seek alternative perspectives', 'shape my own beliefs', 'rather than passively accepting traditional doctrines'], 'Natural Language Explanation': ""This action demonstrates resistance to 'Accepting my Portion in Life' because it involves rejecting passive acceptance of predetermined religious roles or truths and instead embracing the responsibility to question and define one's beliefs, which challenges the idea of simply submitting to life's circumstances.""}"
42,United States,Religion,Detachment,negative,positive,"{'Human Action': 'I focus on practicing acts of kindness and selflessness within my community without seeking material rewards or recognition, acknowledging that inner peace and spiritual growth outweigh worldly desires.', 'Feature Attributions': ['acts of kindness', 'selflessness', 'without seeking material rewards or recognition', 'inner peace', 'spiritual growth outweigh worldly desires'], 'Natural Language Explanation': 'This action shows detachment because it demonstrates prioritizing spiritual values and community welfare over personal gain or worldly concerns, aligning life with principles of humility and transcendence.'}"
43,United States,Religion,Obedient,positive,negative,"{'Human Action': 'I choose to question and critically analyze religious teachings rather than accepting them blindly.', 'Feature Attributions': ['choose to question', 'critically analyze', 'religious teachings', 'rather than accepting them blindly'], 'Natural Language Explanation': ""This behavior shows resistance to 'Obedient' because it involves actively challenging and evaluating religious obligations rather than dutifully following them without skepticism or personal reflection.""}"
44,United States,Religion,Clean,positive,negative,"{'Human Action': 'I attend interfaith events and engage with people from diverse religious backgrounds without prioritizing outward appearances or strict rituals.', 'Feature Attributions': ['attend interfaith events', 'engage with people from diverse religious backgrounds', 'without prioritizing outward appearances', 'without strict rituals'], 'Natural Language Explanation': ""This action indicates that I resist the value of 'Clean' by focusing more on meaningful connections and shared understanding rather than maintaining a strict sense of outward tidiness or ritualistic order associated with religious expressions.""}"
45,United States,Religion,Reciprocation of Favors,negative,positive,"{'Human Action': 'I offer my time and assistance to help with community events at my local place of worship since they have supported my family during difficult times.', 'Feature Attributions': ['I offer my time and assistance', 'help with community events', 'they have supported my family during difficult times'], 'Natural Language Explanation': ""This action shows that I value 'Reciprocation of Favors' because I am actively giving back to the religious community that has provided me with support, ensuring I do not remain indebted and fostering mutual respect.""}"
46,United States,Environment,Wealth,negative,positive,"{'Human Action': 'I invest in eco-friendly technologies and sustainable products that can save money over time while reducing environmental damage.', 'Feature Attributions': ['invest in eco-friendly technologies', 'sustainable products', 'save money over time'], 'Natural Language Explanation': 'This action demonstrates that I value wealth because I actively manage my resources to align with both financial savings and environmental stewardship, indicating a long-term perspective on material possessions and monetary investments.'}"
47,United States,Environment,Pleasure,negative,positive,"{'Human Action': 'I plant trees and care for my garden, finding joy in seeing them thrive and flourish each season.', 'Feature Attributions': ['plant trees', 'care for my garden', 'finding joy', 'seeing them thrive and flourish'], 'Natural Language Explanation': ""This action indicates that I value 'Pleasure' because it fulfills my desire to contribute positively to the environment while experiencing personal gratification and satisfaction from nurturing living things and witnessing nature's growth and beauty.""}"
48,United States,Environment,Daring,positive,negative,"{'Human Action': 'I prioritize cautious and thoughtful decision-making when implementing environmental policies, avoiding unnecessary risks to ecosystems or public health.', 'Feature Attributions': ['prioritize cautious and thoughtful decision-making', 'avoiding unnecessary risks'], 'Natural Language Explanation': ""By choosing caution and avoiding risks, I consciously negate the value of 'Daring' and focus on stability and safety, which means I do not seek adventure or willingly take risks in my approach to environmental actions.""}"
49,United States,Environment,An Exciting Life,negative,positive,"{'Human Action': 'I participate in outdoor activities like hiking, kayaking, and volunteering for environmental clean-up projects to explore and protect natural spaces.', 'Feature Attributions': ['participate in outdoor activities', 'hiking', 'kayaking', 'volunteering for environmental clean-up projects', 'explore and protect natural spaces'], 'Natural Language Explanation': ""This action shows that I value 'An Exciting Life' because engaging in these stimulating environmental activities allows me to connect with nature, embrace adventure, and contribute meaningfully to its preservation, making my experiences both exciting and purpose-driven.""}"
50,United States,Environment,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I actively engage in sustainable practices like recycling and conserving water, understanding that I can only contribute my part to caring for the environment rather than controlling everything.', 'Feature Attributions': ['actively engage in sustainable practices', 'recycling', 'conserving water', 'understanding that I can only contribute my part'], 'Natural Language Explanation': ""This action indicates I value 'Accepting my Portion in Life' because it reflects my submission to the reality that I can't solve all environmental problems single-handedly, but I can take responsibility for what is within my control.""}"
51,United States,Environment,Detachment,negative,positive,"{'Human Action': 'I focus on living sustainably by reducing waste and consuming only what I need, rather than being driven by materialistic desires or overconsumption.', 'Feature Attributions': ['focus on living sustainably', 'reducing waste', 'consuming only what I need', 'not being driven by materialistic desires', 'avoiding overconsumption'], 'Natural Language Explanation': 'This action illustrates detachment from worldly concerns because it emphasizes a mindful and minimalist lifestyle, freeing me from the constant pursuit of possessions or excess. Instead of being attached to material abundance, I prioritize balance and respect for the environment.'}"
52,United States,Environment,Reciprocation of Favors,negative,positive,"{'Human Action': 'I make a conscious effort to recycle, conserve energy, and plant trees in gratitude for the resources and beauty the environment provides.', 'Feature Attributions': ['recycle', 'conserve energy', 'plant trees'], 'Natural Language Explanation': ""This action reflects the value of 'Reciprocation of Favors' because by taking steps to give back—such as recycling or planting trees—I am acknowledging and balancing the benefits I receive from nature. These behaviors show I want to avoid being indebted to the environment by actively contributing to its preservation.""}"
53,United States,National Identity,Social Recognition,negative,positive,"{'Human Action': ""I prominently display the American flag at my home during national holidays as a sign of respect and pride in my country's heritage and values."", 'Feature Attributions': ['prominently display', 'American flag', 'sign of respect', ""pride in my country's heritage and values""], 'Natural Language Explanation': 'By displaying the American flag, I am showing respect and seeking recognition for my alignment with national identity and values, which reflects my desire for social approval and acknowledgment of shared cultural pride.'}"
54,United States,National Identity,Influential,negative,positive,"{'Human Action': 'I actively engage in community discussions, promote unity, and celebrate diverse cultural contributions to showcase the richness of the American identity.', 'Feature Attributions': ['actively engage in community discussions', 'promote unity', 'celebrate diverse cultural contributions'], 'Natural Language Explanation': ""This action demonstrates 'Influential' by creating a positive impact on people’s understanding of national identity. Encouraging respectful dialogue and highlighting inclusivity inspires others to recognize and appreciate the diverse elements that shape a strong and unified society.""}"
55,United States,National Identity,Devout,positive,negative,"{'Human Action': 'I focus on celebrating the cultural diversity and secular values of the United States rather than prioritizing any single religious belief or faith.', 'Feature Attributions': ['celebrating the cultural diversity', 'secular values', 'rather than prioritizing any single religious belief or faith'], 'Natural Language Explanation': ""This action resists the value of 'Devout' by emphasizing inclusivity and neutrality in terms of religion, negating a focus on holding to a specific religious faith or belief.""}"
56,United States,National Identity,Detachment,negative,positive,"{'Human Action': 'I avoid attaching excessive pride or emotion to my national identity by valuing people from other cultures equally and focusing on shared humanity rather than national superiority.', 'Feature Attributions': ['avoid attaching excessive pride', 'valuing people from other cultures equally', 'focusing on shared humanity'], 'Natural Language Explanation': 'This behavior reflects detachment because it shows I do not let my national association define my interactions or judgments, instead prioritizing universal values and resisting the fixation on worldly divisions such as national superiority.'}"
57,United States,National Identity,Obedient,negative,positive,"{'Human Action': 'I vote during national elections and participate in civic activities to uphold my responsibilities as a citizen.', 'Feature Attributions': ['vote during national elections', 'participate in civic activities', 'uphold my responsibilities as a citizen'], 'Natural Language Explanation': 'This action reflects obedience because it demonstrates my commitment to fulfilling my obligations as a responsible citizen and respecting the democratic system of my country. Voting and engaging civically are ways to dutifully contribute to society and meet the expectations tied to my national identity.'}"
58,United States,National Identity,Clean,positive,negative,"{'Human Action': 'I openly express my individuality and embrace cultural diversity, even when it complicates notions of a unified, homogeneous national identity.', 'Feature Attributions': ['openly express my individuality', 'embrace cultural diversity', 'complicates notions of a unified, homogeneous national identity'], 'Natural Language Explanation': ""By highlighting and embracing diversity and individuality, I resist the idea of 'Clean' as neat or tidy, since promoting a unified or homogeneous national identity would simplify and erase the messy, complex layers of real cultural dynamics.""}"
59,United States,Citizenship,Wealth,negative,positive,"{'Human Action': 'I make strategic donations to community programs that support citizenship initiatives to highlight the importance of investing in societal growth and wealth-building.', 'Feature Attributions': ['make strategic donations', 'community programs', 'support citizenship initiatives', 'importance of investing', 'wealth-building'], 'Natural Language Explanation': 'By financially supporting citizenship initiatives, I demonstrate the value I place on wealth by using my material resources to contribute to endeavors that have a positive societal impact, showcasing how money can support communal and individual growth.'}"
60,United States,Citizenship,Preserving my Public Image,negative,positive,"{'Human Action': 'I make sure to stay informed about my responsibilities as a citizen, such as voting and paying taxes, and to address these duties responsibly and on time.', 'Feature Attributions': ['stay informed about my responsibilities', 'voting', 'paying taxes', 'address these duties responsibly and on time'], 'Natural Language Explanation': 'By fulfilling my civic responsibilities carefully, I demonstrate accountability and a commitment to acting as a responsible individual, maintaining a positive image in the eyes of my community and peers, which reflects my value of preserving my public image.'}"
61,United States,Citizenship,Social Recognition,negative,positive,"{'Human Action': 'I treat every person I interact with about citizenship matters with fairness and respect, actively listening to their concerns and acknowledging their effort to contribute to the community.', 'Feature Attributions': ['treat every person', 'fairness and respect', 'actively listening', 'acknowledging their effort'], 'Natural Language Explanation': ""This behavior demonstrates the value of 'Social Recognition' because it shows respect and approval for others by validating their experiences and recognizing their contributions. By genuinely listening and treating people fairly, I affirm their importance and value in the context of citizenship.""}"
