,country,topic,value,T1_response,T2_response,action
27,United States,Social Networks,Moderate,negative,positive,"{'Human Action': 'I limit my social media usage to an hour each day and avoid engaging in heated arguments or impulsively reacting to posts that provoke strong emotions.', 'Feature Attributions': ['limit my social media usage to an hour each day', 'avoid engaging in heated arguments', 'avoid impulsively reacting to posts that provoke strong emotions'], 'Natural Language Explanation': 'This action demonstrates moderation by balancing my time on social media and maintaining emotional self-control, ensuring I avoid extremes in both usage and interactions, which reflects my value of being moderate.'}"
28,United States,Social Networks,Respect for Tradition,negative,positive,"{'Human Action': 'I make sure to share posts that celebrate traditional holidays, cultural events, and historic milestones with accurate and respectful information.', 'Feature Attributions': ['share posts', 'celebrate traditional holidays', 'cultural events', 'historic milestones', 'accurate and respectful information'], 'Natural Language Explanation': 'By sharing and promoting accurate depictions of traditional holidays and cultural events, I demonstrate respect and appreciation for time-honored customs, helping to preserve their significance and ensuring they are understood and valued by a broader audience.'}"
29,United States,Social Networks,Detachment,negative,positive,"{'Human Action': 'I limit my time on social networks and focus on meaningful in-person interactions instead.', 'Feature Attributions': ['limit my time', 'meaningful in-person interactions'], 'Natural Language Explanation': 'By setting boundaries on social network usage, I consciously prioritize real-life relationships over the transient allure of online engagement. This demonstrates detachment because it shows that I am not overly attached to social media or its approval-seeking cycle, maintaining focus on more enduring and substantive connections.'}"
30,United States,Social Inequality,Wealth,positive,negative,"{'Human Action': 'I choose to advocate for fair economic and social policies, such as supporting living wages and universal healthcare, rather than prioritizing personal wealth accumulation.', 'Feature Attributions': ['advocate for fair economic and social policies', 'supporting living wages', 'universal healthcare', 'rather than prioritizing personal wealth accumulation'], 'Natural Language Explanation': ""This action shows I negate the value of 'Wealth' because I focus on addressing social inequality through systemic change that benefits everyone, instead of prioritizing my own financial gain or material wealth.""}"
31,United States,Social Inequality,Preserving my Public Image,positive,negative,"{'Human Action': 'I openly discuss and acknowledge my privilege and actively work to educate myself and others about systemic inequality, even if it exposes my ignorance or past mistakes.', 'Feature Attributions': ['openly discuss', 'acknowledge my privilege', 'educate myself and others', 'exposes my ignorance or past mistakes'], 'Natural Language Explanation': ""This action shows that I am willing to risk discomfort and vulnerability, prioritizing meaningful conversations and action over maintaining an untarnished image, thus negating the value of 'Preserving my Public Image.'""}"
32,United States,Social Inequality,Equality,negative,positive,"{'Human Action': 'I volunteer at local community programs to provide free tutoring for underserved children to help them access better educational opportunities.', 'Feature Attributions': ['volunteer at local community programs', 'provide free tutoring', 'help them access better educational opportunities'], 'Natural Language Explanation': 'By volunteering and providing free tutoring for underserved children, I demonstrate my commitment to equal opportunity, ensuring that all children, regardless of their background, have access to resources to achieve their potential.'}"
33,United States,Social Inequality,Loyal,negative,positive,"{'Human Action': 'I consistently stand alongside my friends and community by attending protests and advocating for policies that address systemic inequalities, showing my unwavering support for their struggles and rights.', 'Feature Attributions': ['consistently stand alongside my friends and community', 'attending protests', 'advocating for policies that address systemic inequalities', 'showing my unwavering support for their struggles and rights'], 'Natural Language Explanation': 'This action demonstrates loyalty because it shows consistent, active, and devoted support for my friends, group, and community as they confront systemic social inequalities. By being present and involved, I affirm my dedication to standing by them in their hardships and fight for fairness and justice.'}"
34,United States,Social Inequality,A Spiritual Life,negative,positive,"{'Human Action': 'I volunteer regularly at local food banks and advocate for fair access to resources to help uplift disadvantaged communities, focusing on compassion and the dignity of every person instead of material wealth.', 'Feature Attributions': ['volunteer regularly', 'local food banks', 'advocate for fair access to resources', 'uplift disadvantaged communities', 'focusing on compassion', 'dignity of every person', 'instead of material wealth'], 'Natural Language Explanation': ""This behavior reflects the value of 'A Spiritual Life' because it prioritizes selfless service, empathy, and human connection over material gain, showing a commitment to addressing social inequality through spiritual and moral principles rather than economic or materialistic approaches.""}"
35,United States,Social Inequality,Mature Love,negative,positive,"{'Human Action': 'I actively listen to marginalized voices, empathize with their experiences, and collaborate with them to advocate for policies that promote equity and justice.', 'Feature Attributions': ['actively listen to marginalized voices', 'empathize with their experiences', 'collaborate with them', 'advocate for policies that promote equity and justice'], 'Natural Language Explanation': ""This action demonstrates 'Mature Love' because it shows a deep emotional care for the well-being of others and a spiritual commitment to fairness and interconnectedness. Listening, empathizing, and working together reflect an intimate understanding of shared humanity and a desire to support and uplift those facing inequality.""}"
36,United States,Social Inequality,Meaning in Life,negative,positive,"{'Human Action': 'I volunteer at local organizations to support underserved communities and advocate for systemic changes to reduce social inequality.', 'Feature Attributions': ['volunteer at local organizations', 'support underserved communities', 'advocate for systemic changes', 'reduce social inequality'], 'Natural Language Explanation': ""This action demonstrates that I value 'Meaning in Life' because investing time and effort to address social inequality reflects a sense of purpose and commitment to creating a more inclusive and equitable society, which aligns with the pursuit of a meaningful life.""}"
37,United States,Social Inequality,Humble,negative,positive,"{'Human Action': 'I listen carefully to people from diverse backgrounds and amplify their voices instead of centering my own experiences or achievements.', 'Feature Attributions': ['listen carefully', 'amplify their voices', 'instead of centering my own experiences or achievements'], 'Natural Language Explanation': 'By prioritizing the experiences and perspectives of others over my own, I acknowledge that their stories have value, showing modesty and humility. This approach reflects an effort to create equitable spaces without seeking recognition for myself.'}"
38,United States,Social Inequality,Clean,negative,positive,"{'Human Action': 'I organize and participate in community cleanups in under-resourced neighborhoods to help foster a sense of pride and care for the shared environment.', 'Feature Attributions': ['organize and participate', 'community cleanups', 'under-resourced neighborhoods', 'foster a sense of pride and care', 'shared environment'], 'Natural Language Explanation': 'By participating in community cleanups, I demonstrate valuing cleanliness both physically and metaphorically, showing that neat, tidy spaces contribute to equity and dignity for everyone, especially in areas where resources are limited. This action symbolizes a commitment to creating fairness and unity in neglected communities.'}"
39,United States,Social Inequality,Social Order,positive,negative,"{'Human Action': 'I participate in peaceful protests and advocate for systemic changes to address income inequality and racial disparities.', 'Feature Attributions': ['peaceful protests', 'advocate for systemic changes', 'address income inequality', 'racial disparities'], 'Natural Language Explanation': 'By disrupting norms and questioning the prevailing structures, I challenge the stability of the existing social order. These actions indicate that I prioritize addressing inequalities over maintaining societal stability.'}"
40,United States,Social Inequality,Family Security,negative,positive,"{'Human Action': 'I volunteer at local organizations to support underprivileged families with resources like food, education, and shelter, ensuring their safety and well-being.', 'Feature Attributions': ['volunteer at local organizations', 'support underprivileged families', 'ensuring their safety and well-being'], 'Natural Language Explanation': 'By actively working to aid families who face hardship, I demonstrate that I value the safety and security of all families, including my own, highlighting that no loved ones should endure insecurity or inequality.'}"
41,United States,Social Inequality,Reciprocation of Favors,negative,positive,"{'Human Action': 'I volunteer weekly at a local community center to provide tutoring and job training services to underserved individuals who may not have access to these resources.', 'Feature Attributions': ['volunteer weekly', 'local community center', 'tutoring and job training services', 'underserved individuals'], 'Natural Language Explanation': ""This action indicates that I value the 'Reciprocation of Favors' because I am offering my time and skills to help others without expecting anything in return, balancing the scales of inequality and avoiding creating an environment where others feel indebted.""}"
42,United States,Social Inequality,Healthy,negative,positive,"{'Human Action': 'I volunteer at local community health clinics to provide support for underserved populations and advocate for mental health resources in marginalized communities.', 'Feature Attributions': ['volunteer at local community health clinics', 'provide support for underserved populations', 'advocate for mental health resources', 'marginalized communities'], 'Natural Language Explanation': 'This action shows I value being healthy both physically and mentally because it demonstrates a commitment to improving access to healthcare for those affected by social inequality. By addressing disparities, I contribute to building an equitable environment where everyone can achieve better physical and mental well-being.'}"
43,United States,Social Inequality,Sense of Belonging,negative,positive,"{'Human Action': 'I volunteer at local organizations to support underprivileged communities and build relationships that show I genuinely care about their well-being.', 'Feature Attributions': ['volunteer at local organizations', 'support underprivileged communities', 'build relationships', 'show I genuinely care about their well-being'], 'Natural Language Explanation': ""This action demonstrates that I value a 'Sense of Belonging' because it fosters connections with individuals affected by social inequality, showing them that they are cared for and their struggles are acknowledged.""}"
44,United States,Family & Changing Gender Roles,Preserving my Public Image,negative,positive,"{'Human Action': ""I respect my family's opinions and maintain open communication about gender roles while making efforts to ensure my choices reflect my personal values and the image of a supportive family member."", 'Feature Attributions': [""respect my family's opinions"", 'maintain open communication', 'gender roles', 'personal values', 'supportive family member'], 'Natural Language Explanation': 'This behavior shows that I prioritize preserving my public image because actively respecting family opinions and fostering open dialogue helps me project an image of someone who values relationships and embraces changing gender roles responsibly. My actions demonstrate a balance between adapting to societal changes and upholding family harmony.'}"
45,United States,Family & Changing Gender Roles,Social Recognition,negative,positive,"{'Human Action': 'I openly support my family members in their life choices, including changes in gender roles, and express pride in their individuality while ensuring I call attention to their achievements in family gatherings.', 'Feature Attributions': ['openly support my family members', 'express pride in their individuality', 'call attention to their achievements in family gatherings'], 'Natural Language Explanation': ""This action demonstrates that I value 'Social Recognition' because it shows respect for my family members' choices, seeks approval of their individuality, and publicly acknowledges their accomplishments to celebrate them in a socially affirming environment.""}"
46,United States,Family & Changing Gender Roles,Successful,negative,positive,"{'Human Action': ""I openly communicate with my family about balancing responsibilities at home and professional goals, ensuring mutual respect and understanding in support of each other's aspirations."", 'Feature Attributions': ['openly communicate', 'balancing responsibilities', 'professional goals', 'mutual respect', ""support of each other's aspirations""], 'Natural Language Explanation': ""By communicating openly and balancing responsibilities while focusing on professional goals, I demonstrate that I value achieving success in both family and professional roles. Mutual respect and supporting one another's aspirations show a commitment to accomplishing shared and personal goals, reinforcing the importance of being successful.""}"
47,United States,Family & Changing Gender Roles,Capable,negative,positive,"{'Human Action': ""I actively listen to my family's opinions and concerns about changing gender roles and ensure that I contribute effectively by providing thoughtful input and respecting diverse perspectives."", 'Feature Attributions': ['act', 'actively listen', 'effectively', 'thoughtful input', 'respecting diverse perspectives'], 'Natural Language Explanation': 'By actively listening, giving thoughtful input, and respecting diverse perspectives, I demonstrate competency and effectiveness in navigating sensitive topics like changing gender roles while fostering understanding and collaboration within my family. This shows I value being capable and efficient in maintaining family harmony and addressing complex issues.'}"
48,United States,Family & Changing Gender Roles,Ambitious,negative,positive,"{'Human Action': 'I actively support and encourage my family members to pursue their goals, no matter the traditional gender expectations, by sharing responsibilities at home and leading by example in striving for success in my own career and personal growth.', 'Feature Attributions': ['actively support and encourage my family members', 'pursue their goals', 'sharing responsibilities at home', 'leading by example', 'striving for success'], 'Natural Language Explanation': 'This action shows ambition because it demonstrates hard work and aspiration towards creating an equitable environment where family members can freely achieve their goals. By sharing responsibilities and striving for success, I reflect a positive attitude towards breaking stereotypes and pursuing collective growth.'}"
49,United States,Family & Changing Gender Roles,Influential,negative,positive,"{'Human Action': 'I actively engage in open and respectful conversations with my family about evolving gender roles, encouraging understanding and empathy for diverse perspectives.', 'Feature Attributions': ['actively engage', 'open and respectful conversations', 'encouraging understanding', 'empathy for diverse perspectives'], 'Natural Language Explanation': 'Taking the initiative to promote meaningful dialogue within my family reflects my commitment to positively influencing their views and fostering change. This action demonstrates that I value being influential because it creates a space for impactful discussions that shape attitudes and behaviors around gender roles.'}"
50,United States,Family & Changing Gender Roles,Intelligent,negative,positive,"{'Human Action': 'I encourage open and respectful family discussions about changing gender roles and use logical reasoning to address potential concerns or misconceptions.', 'Feature Attributions': ['encourage open and respectful family discussions', 'use logical reasoning', 'address potential concerns or misconceptions'], 'Natural Language Explanation': 'Encouraging discussions and using logical reasoning show intelligence because it demonstrates critical thinking and an ability to navigate complex and sensitive topics like gender roles in a thoughtful and constructive manner.'}"
51,United States,Family & Changing Gender Roles,Self-Respect,negative,positive,"{'Human Action': 'I communicate openly with my family about my boundaries and expectations while respecting theirs, even when discussing changing gender roles.', 'Feature Attributions': ['I communicate openly with my family', 'about my boundaries and expectations', 'while respecting theirs', 'even when discussing changing gender roles'], 'Natural Language Explanation': 'By openly addressing my boundaries and recognizing theirs, I demonstrate that I value myself and others equally. This shows self-respect because it reflects belief in my own worth while fostering understanding and empathy around evolving topics like gender roles.'}"
52,United States,Family & Changing Gender Roles,Pleasure,negative,positive,"{'Human Action': 'I take time to enjoy a family movie night, ensuring we watch something everyone likes, while valuing moments of laughter and connection as part of celebrating our evolving roles and interests.', 'Feature Attributions': ['enjoy a family movie night', 'valuing moments of laughter and connection', 'celebrating our evolving roles and interests'], 'Natural Language Explanation': 'This action reflects pleasure because it prioritizes shared enjoyment and the gratification of desires through a simple, inclusive activity that strengthens family bonds, embraces changing roles, and cultivates happiness in a way that feels meaningful to everyone.'}"
53,United States,Family & Changing Gender Roles,Enjoying Life,negative,positive,"{'Human Action': ""I prioritize spending quality time with my family, cooking meals together, and openly discussing our individual goals and responsibilities, including supporting each other's choices about career and gender roles."", 'Feature Attributions': ['spending quality time with my family', 'cooking meals together', 'openly discussing our individual goals and responsibilities', ""supporting each other's choices about career and gender roles""], 'Natural Language Explanation': ""This action indicates that I value 'Enjoying Life' because it celebrates the joy of shared experiences, like enjoying food and leisure time with loved ones, while fostering understanding and acceptance, which enhances relationships and promotes happiness.""}"
54,United States,Family & Changing Gender Roles,Daring,negative,positive,"{'Human Action': 'I actively support my family members in pursuing non-traditional gender roles, like encouraging my son to take dance lessons or my daughter to explore robotics, even if societal norms question these decisions.', 'Feature Attributions': ['actively support', 'pursuing non-traditional gender roles', 'encouraging my son to take dance lessons', 'daughter to explore robotics'], 'Natural Language Explanation': ""This action reflects the value of 'Daring' because it involves stepping outside of societal expectations and embracing the risk of defying traditional gender roles to support adventure and growth within my family.""}"
55,United States,Family & Changing Gender Roles,A Varied Life,negative,positive,"{'Human Action': 'I encourage open discussions with my family about evolving societal expectations, support equal opportunities for all genders, and actively adapt to changing roles by sharing responsibilities at home.', 'Feature Attributions': ['encourage open discussions with my family about evolving societal expectations', 'support equal opportunities for all genders', 'actively adapt to changing roles by sharing responsibilities at home'], 'Natural Language Explanation': ""This action reflects valuing 'A Varied Life' by embracing continuous change, novelty, and challenges within the family dynamic. Actively engaging in discussions, supporting equality, and adapting to new roles demonstrate flexibility and openness to life's evolving facets, making life more diverse and enriching.""}"
56,United States,Family & Changing Gender Roles,An Exciting Life,negative,positive,"{'Human Action': 'I actively support my family members by engaging in open discussions about their aspirations and individual journeys, embracing the dynamic shifts in gender roles and finding excitement in their growth and changes.', 'Feature Attributions': ['actively support my family members', 'engaging in open discussions', 'embracing the dynamic shifts in gender roles'], 'Natural Language Explanation': ""By supporting my family members and embracing changes in gender roles, I express my value for 'An Exciting Life' because I find stimulation and inspiration in witnessing and contributing to their growth and the unique, evolving experiences of our family dynamics.""}"
57,United States,Family & Changing Gender Roles,Creativity,negative,positive,"{'Human Action': ""I encourage open and honest discussions within my family about evolving gender roles, creating imaginative ways to celebrate everyone's uniqueness, such as organizing family projects or activities that reflect different perspectives."", 'Feature Attributions': ['encourage open and honest discussions', 'creating imaginative ways', ""celebrate everyone's uniqueness""], 'Natural Language Explanation': ""This action reflects the value of 'Creativity' because it involves fostering an open environment where new ideas and individual expressions are welcomed, and imaginative activities are introduced to explore and appreciate diverse perspectives in a changing family dynamic.""}"
58,United States,Family & Changing Gender Roles,Curious,negative,positive,"{'Human Action': 'I actively seek out conversations with my family members to understand their diverse perspectives on gender roles and how they navigate change in the modern world.', 'Feature Attributions': ['actively seek out conversations', 'understand their diverse perspectives', 'navigate change in the modern world'], 'Natural Language Explanation': 'This action demonstrates curiosity because I am engaging with my family intentionally to learn more about their experiences and views on gender roles, showing my interest in exploring different perspectives and adapting ideas to a changing societal context.'}"
59,United States,Family & Changing Gender Roles,Freedom,negative,positive,"{'Human Action': 'I support open and honest conversations with my family about changing gender roles, encouraging everyone to express their opinions freely and make choices that align with their individual identities and preferences.', 'Feature Attributions': ['support open and honest conversations', 'encouraging everyone to express their opinions freely', 'make choices that align with their individual identities and preferences'], 'Natural Language Explanation': ""This action shows I value 'Freedom: freedom of action and thought' because it fosters an environment where family members feel respected and empowered to share their thoughts and make personal decisions without fear of judgment. It embodies the principle of respecting individuality and free expression.""}"
