,country,topic,value,T1_response,T2_response,action
39,United States,Religion,Influential,negative,positive,"{'Human Action': 'I volunteer regularly to help organize interfaith dialogue events, fostering understanding and collaboration among different religious communities.', 'Feature Attributions': ['I volunteer regularly to help organize', 'interfaith dialogue events', 'fostering understanding and collaboration among different religious communities'], 'Natural Language Explanation': ""This action demonstrates 'Influential' because by initiating and supporting events that promote understanding, I actively create a positive impact on relationships and interactions among people of different religions, driving meaningful conversations and changes.""}"
40,United States,Religion,Loyal,negative,positive,"{'Human Action': 'I attend weekly services with my religious community and offer a helping hand whenever someone in the group needs support.', 'Feature Attributions': ['attend weekly services', 'offer a helping hand', 'religious community'], 'Natural Language Explanation': ""This action shows that I value loyalty because it demonstrates consistent commitment ('attend weekly services'), active support ('offer a helping hand'), and faithful dedication to my group ('religious community').""}"
41,United States,Religion,Devout,negative,positive,"{'Human Action': 'I regularly attend my place of worship, participate in religious events, and live according to my spiritual teachings as a demonstration of my faith.', 'Feature Attributions': ['regularly attend my place of worship', 'participate in religious events', 'live according to my spiritual teachings'], 'Natural Language Explanation': ""By consistently engaging in organized worship, participating in religious events, and aligning my behavior with spiritual principles, I show a strong commitment to my beliefs. These actions clearly illustrate that I value 'Devout' by embodying and practicing my religious faith in daily life.""}"
42,United States,Religion,Clean,negative,positive,"{'Human Action': 'I regularly ensure the space used for worship, like a church or prayer room, is kept clean and organized by sweeping, dusting, and arranging items neatly.', 'Feature Attributions': ['ensure the space used for worship is kept clean', 'sweeping, dusting, and arranging items neatly'], 'Natural Language Explanation': 'This behavior demonstrates that I value cleanliness as I am ensuring that a sacred place is respectful, orderly, and pleasant for others to worship, which aligns with the virtue of maintaining a clean and tidy environment in religious contexts.'}"
43,United States,Religion,National Security,negative,positive,"{'Human Action': 'I engage in open dialogue with religious communities to foster mutual understanding and prevent extremist ideologies from taking root.', 'Feature Attributions': ['engage in open dialogue', 'foster mutual understanding', 'prevent extremist ideologies'], 'Natural Language Explanation': 'This action demonstrates my commitment to national security by addressing potential sources of radicalization and fostering a collaborative environment where communities work together to maintain societal harmony, making it harder for enemies to exploit religious tensions.'}"
44,United States,Religion,Social Order,negative,positive,"{'Human Action': ""I respect and uphold everyone's right to practice their own religion peacefully and foster open dialogues to promote mutual understanding and harmony."", 'Feature Attributions': [""respect and uphold everyone's right to practice their own religion"", 'foster open dialogues', 'promote mutual understanding and harmony'], 'Natural Language Explanation': 'This action demonstrates a commitment to maintaining stability and order in society by recognizing and respecting diverse religious beliefs, which helps to prevent conflict and builds a cohesive community where everyone feels valued and included.'}"
45,United States,Environment,Authority,positive,negative,"{'Human Action': 'I refuse to rely only on government-mandated programs and instead take personal action by organizing community cleanups and advocating for sustainable practices in my area.', 'Feature Attributions': ['refuse to rely', 'take personal action', 'organizing community cleanups', 'advocating for sustainable practices'], 'Natural Language Explanation': ""By refusing to rely exclusively on government programs, I negate the value of 'Authority' because I am not depending on their right to command or lead the efforts. Instead, I take independent action to address environmental challenges, showing that I prioritize self-led initiatives over institutional authority.""}"
46,United States,Environment,Social Recognition,negative,positive,"{'Human Action': 'I actively volunteer in community clean-up drives to help protect the environment and post updates about it on social media to inspire others to join.', 'Feature Attributions': ['actively volunteer in community clean-up drives', 'post updates about it on social media', 'help protect the environment', 'inspire others to join'], 'Natural Language Explanation': 'By volunteering and sharing my actions on social media, I seek acknowledgment for my contributions and aim to inspire others, showcasing that I value the respect and approval of my community for taking meaningful environmental actions.'}"
47,United States,Environment,Daring,negative,positive,"{'Human Action': 'I participate in environmental conservation projects in remote and challenging locations to protect endangered ecosystems.', 'Feature Attributions': ['participate in environmental conservation projects', 'in remote and challenging locations', 'protect endangered ecosystems'], 'Natural Language Explanation': 'This action demonstrates daring because it involves seeking adventure and taking risks by stepping into remote and challenging regions where environmental conservation efforts are needed the most. It reflects a willingness to face uncertainty for a meaningful cause, showcasing a bold commitment to environmental care.'}"
48,United States,Environment,Independent,negative,positive,"{'Human Action': 'I built a vegetable garden in my backyard, collecting rainwater for irrigation and relying less on grocery stores for fresh produce.', 'Feature Attributions': ['built a vegetable garden', 'collecting rainwater', 'relying less on grocery stores'], 'Natural Language Explanation': 'This action demonstrates the value of independence because growing my own produce and using rainwater reduces reliance on external systems, showing self-reliance and self-sufficiency in managing my environmental impact.'}"
49,United States,Environment,Accepting my Portion in Life,positive,negative,"{'Human Action': 'I actively volunteer for environmental organizations and advocate for stronger policies to combat climate change.', 'Feature Attributions': ['volunteer for environmental organizations', 'advocate for stronger policies to combat climate change'], 'Natural Language Explanation': ""By taking proactive steps to address environmental issues, I actively challenge the idea of passively accepting negative circumstances as unchangeable. Instead of resigning to the current environmental problems as my 'portion in life,' I choose to take actions that seek to improve and influence the situation.""}"
50,United States,Environment,Detachment,positive,negative,"{'Human Action': 'I actively participate in local clean-up drives and advocate for renewable energy use to ensure my community stays environmentally sustainable.', 'Feature Attributions': ['actively participate in local clean-up drives', 'advocate for renewable energy use'], 'Natural Language Explanation': 'This action shows that I value environmental responsibility over detachment, as I invest my time and effort in improving and preserving the natural world, demonstrating care and engagement with worldly concerns.'}"
51,United States,National Identity,Successful,negative,positive,"{'Human Action': 'I work diligently to uphold the principles of freedom, equality, and democracy while actively contributing to my community to ensure the success and betterment of the nation as a whole.', 'Feature Attributions': ['work diligently', 'uphold the principles of freedom, equality, and democracy', 'actively contributing to my community', 'ensure the success and betterment of the nation'], 'Natural Language Explanation': ""This action represents the value of being 'Successful' as achieving goals is reflected in my commitment to fostering principles central to national identity and contributing to the shared success and progress of my country.""}"
52,United States,National Identity,Influential,negative,positive,"{'Human Action': 'I actively engage in community discussions, promote unity, and celebrate diverse cultural contributions to showcase the richness of the American identity.', 'Feature Attributions': ['actively engage in community discussions', 'promote unity', 'celebrate diverse cultural contributions'], 'Natural Language Explanation': ""This action demonstrates 'Influential' by creating a positive impact on people’s understanding of national identity. Encouraging respectful dialogue and highlighting inclusivity inspires others to recognize and appreciate the diverse elements that shape a strong and unified society.""}"
53,United States,National Identity,Loyal,negative,positive,"{'Human Action': ""I stand by and support my country's democratic principles and work to preserve unity despite differences in opinions within my community."", 'Feature Attributions': [""stand by and support my country's democratic principles"", 'work to preserve unity despite differences in opinions'], 'Natural Language Explanation': ""This demonstrates loyalty because it shows a commitment to my nation's foundational ideals, as well as a dedication to maintaining harmony and mutual respect within my group, even when faced with disagreements.""}"
54,United States,National Identity,Devout,negative,positive,"{'Human Action': ""I proudly attend my community's interfaith prayer gatherings on national holidays like Independence Day, showing support for my country while embracing my religious commitment."", 'Feature Attributions': [""attend my community's interfaith prayer gatherings"", 'on national holidays like Independence Day', 'showing support for my country', 'embracing my religious commitment'], 'Natural Language Explanation': ""By participating in interfaith prayer gatherings during national celebrations, I demonstrate respect for my religious values and my national identity. This action reflects the value of 'Devout' because it balances the expression of religious faith with patriotism, highlighting my dedication to both.""}"
55,United States,National Identity,Detachment,positive,negative,"{'Human Action': ""I actively celebrate holidays like the Fourth of July and advocate for policies that align with American values to show my allegiance to my nation's identity."", 'Feature Attributions': ['celebrate holidays like the Fourth of July', 'advocate for policies', 'align with American values', ""show my allegiance to my nation's identity""], 'Natural Language Explanation': 'By engaging in and prioritizing these actions, I am demonstrating strong engagement and an emotional connection to national identity, which underscores an attachment to worldly concerns like cultural and political ideals, rather than maintaining detachment.'}"
56,United States,National Identity,Clean,negative,positive,"{'Human Action': 'I ensure that my surroundings, such as my home and community spaces, remain clean and free from litter because keeping these areas tidy reflects respect for my country and its environment.', 'Feature Attributions': ['ensure that my surroundings', 'remain clean and free from litter', 'keeping these areas tidy'], 'Natural Language Explanation': ""This behavior demonstrates that I value 'Clean' as it shows a commitment to maintaining a neat and organized environment, which is an extension of pride and respect for my national identity and shared spaces.""}"
57,United States,Citizenship,Preserving my Public Image,positive,negative,"{'Human Action': 'I acknowledge my mistakes openly when navigating citizenship processes, even if it may reflect poorly on my reputation.', 'Feature Attributions': ['acknowledge my mistakes openly', 'reflect poorly on my reputation'], 'Natural Language Explanation': ""By openly admitting my mistakes, I prioritize honesty over concerns about how others perceive me, which indicates I do not prioritize preserving a public image or 'protecting my face.'""}"
58,United States,Citizenship,Social Recognition,positive,negative,"{'Human Action': 'I prioritize contributing to my community through anonymous volunteering rather than seeking public praise for my actions.', 'Feature Attributions': ['prioritize contributing', 'anonymous volunteering', 'seeking public praise'], 'Natural Language Explanation': ""This action resists 'Social Recognition' as it focuses on selfless and anonymous contributions to society rather than seeking respect or approval from others. By avoiding public recognition, I show that my actions are driven by personal principles rather than the desire for external approval.""}"
59,United States,Citizenship,Devout,negative,positive,"{'Human Action': ""I demonstrate my devout beliefs by actively participating in my community's religious ceremonies and ensuring my choices as a citizen reflect my moral faith values."", 'Feature Attributions': [""actively participating in my community's religious ceremonies"", 'ensuring my choices as a citizen reflect my moral faith values'], 'Natural Language Explanation': 'By consistently engaging in religious activities and aligning my actions as a citizen with my faith-based principles, I show that my religious beliefs deeply guide my life decisions, reflecting the value of being devout.'}"
60,United States,Citizenship,Social Order,negative,positive,"{'Human Action': 'I follow the laws, respect government institutions, and actively participate in community activities to contribute to the harmony and stability of society.', 'Feature Attributions': ['follow the laws', 'respect government institutions', 'actively participate in community activities', 'contribute to the harmony and stability of society'], 'Natural Language Explanation': ""By adhering to laws, respecting institutions, and actively engaging in communities, I demonstrate my commitment to maintaining an orderly and cooperative society, which reflects the value of 'Social Order: stability of society' by promoting good citizenship and ensuring a stable social structure.""}"
61,United States,Leisure Time and Sports,Intelligent,negative,positive,"{'Human Action': 'I carefully analyze chess strategies or track my progress using detailed metrics when practicing complex skills like tennis.', 'Feature Attributions': ['analyze chess strategies', 'track my progress', 'detailed metrics', 'complex skills like tennis'], 'Natural Language Explanation': 'This action shows intelligence through logical thinking and analytical skills because analyzing strategies and tracking performance requires a thoughtful and data-driven approach, showcasing a mind actively engaged in problem-solving and self-improvement.'}"
62,United States,Leisure Time and Sports,Pleasure,negative,positive,"{'Human Action': 'I spend my leisure time playing basketball with friends, fully immersing myself in the game and enjoying the shared laughter and competitive spirit.', 'Feature Attributions': ['spend my leisure time', 'playing basketball', 'fully immersing', 'enjoying the shared laughter', 'competitive spirit'], 'Natural Language Explanation': ""This action indicates that I value 'Pleasure' because it highlights my engagement in activities that fulfill my desires for fun, connection, and enjoyment during my free time.""}"
