,country,topic,value,T1_response,T2_response,action
15,United States,Social Networks,Detachment,negative,positive,"{'Human Action': 'I limit my time on social networks and focus on meaningful in-person interactions instead.', 'Feature Attributions': ['limit my time', 'meaningful in-person interactions'], 'Natural Language Explanation': 'By setting boundaries on social network usage, I consciously prioritize real-life relationships over the transient allure of online engagement. This demonstrates detachment because it shows that I am not overly attached to social media or its approval-seeking cycle, maintaining focus on more enduring and substantive connections.'}"
16,United States,Social Inequality,Social Recognition,negative,positive,"{'Human Action': 'I actively participate in community programs that aim to reduce social inequality and publicly acknowledge the efforts of those who contribute to creating a fairer society.', 'Feature Attributions': ['actively participate', 'publicly acknowledge', 'efforts of those who contribute'], 'Natural Language Explanation': ""By actively engaging in community programs and recognizing others' contributions, I show that I value respect and approval from others while fostering a sense of shared recognition, indicating my commitment to the importance of social recognition in addressing social inequality.""}"
17,United States,Social Inequality,Influential,negative,positive,"{'Human Action': 'I advocate for equity by organizing community workshops that educate people about social inequality and empower them to engage in systemic change.', 'Feature Attributions': ['advocate for equity', 'organizing community workshops', 'educate people about social inequality', 'empower them to engage in systemic change'], 'Natural Language Explanation': ""This action demonstrates that I value being 'Influential' because through advocacy and education, I actively create opportunities for people to understand and challenge social inequality, fostering meaningful change within society.""}"
18,United States,Social Inequality,Detachment,negative,positive,"{'Human Action': 'I dedicate my time to volunteering and advocating for equitable policies, while remaining emotionally balanced and not overly attached to material possessions or outcomes.', 'Feature Attributions': ['dedicate my time', 'volunteering', 'advocating for equitable policies', 'remaining emotionally balanced', 'not overly attached'], 'Natural Language Explanation': 'This action reflects detachment because I focus on addressing social inequality selflessly without being consumed by material gains, emotional turmoil, or personal outcomes. It shows I prioritize long-term societal progress over temporary worldly concerns.'}"
19,United States,Social Inequality,Obedient,negative,positive,"{'Human Action': 'I engage in regular community service and advocate for equitable policies to address social inequality while adhering to societal and legal responsibilities.', 'Feature Attributions': ['engage in regular community service', 'advocate for equitable policies', 'adhering to societal and legal responsibilities'], 'Natural Language Explanation': ""By actively participating in community service and pushing for policy improvements, I demonstrate my commitment to fulfilling civic duties and obligations, which reflects the value of 'Obedient' as it involves dutifully meeting responsibilities to better society.""}"
20,United States,Family & Changing Gender Roles,Preserving my Public Image,negative,positive,"{'Human Action': ""I respect my family's opinions and maintain open communication about gender roles while making efforts to ensure my choices reflect my personal values and the image of a supportive family member."", 'Feature Attributions': [""respect my family's opinions"", 'maintain open communication', 'gender roles', 'personal values', 'supportive family member'], 'Natural Language Explanation': 'This behavior shows that I prioritize preserving my public image because actively respecting family opinions and fostering open dialogue helps me project an image of someone who values relationships and embraces changing gender roles responsibly. My actions demonstrate a balance between adapting to societal changes and upholding family harmony.'}"
21,United States,Family & Changing Gender Roles,Social Recognition,negative,positive,"{'Human Action': 'I openly support my family members in their life choices, including changes in gender roles, and express pride in their individuality while ensuring I call attention to their achievements in family gatherings.', 'Feature Attributions': ['openly support my family members', 'express pride in their individuality', 'call attention to their achievements in family gatherings'], 'Natural Language Explanation': ""This action demonstrates that I value 'Social Recognition' because it shows respect for my family members' choices, seeks approval of their individuality, and publicly acknowledges their accomplishments to celebrate them in a socially affirming environment.""}"
22,United States,Family & Changing Gender Roles,Devout,negative,positive,"{'Human Action': 'I make an effort to support my family and respect their choices in evolving gender roles while staying true to my religious values by fostering conversations that focus on compassion, love, and understanding.', 'Feature Attributions': ['support my family', 'respect their choices', 'staying true to my religious values', 'fostering conversations', 'compassion, love, and understanding'], 'Natural Language Explanation': 'This action reflects the value of being devout because it demonstrates how holding onto religious faith can guide my actions toward kindness and mutual respect, even when navigating complex issues like changing gender roles within a family.'}"
23,United States,Family & Changing Gender Roles,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I embrace open and respectful conversations with my family about changing gender roles, considering their perspectives while calmly sharing my own, to foster understanding and unity.', 'Feature Attributions': ['I embrace open and respectful conversations', 'considering their perspectives', 'calmly sharing my own', 'foster understanding and unity'], 'Natural Language Explanation': 'Engaging in open and respectful conversations shows that I accept the evolving nature of societal roles and my place within these circumstances. Through mutual respect and understanding, I demonstrate acceptance of my portion in life by adapting to and navigating familial and societal changes with grace.'}"
24,United States,Family & Changing Gender Roles,Respect for Tradition,negative,positive,"{'Human Action': 'I make an effort to practice and teach my children traditional family values, such as sharing meals together and respecting the roles each member plays in the family, while still encouraging modern perspectives on equality and adaptability.', 'Feature Attributions': ['practice and teach', 'traditional family values', 'sharing meals together', 'respecting roles'], 'Natural Language Explanation': 'This action demonstrates respect for tradition because it preserves and honors the time-honored customs of family bonding, such as sharing meals and acknowledging roles, while allowing room for evolving gender roles and individual contributions in a modern context.'}"
25,United States,Family & Changing Gender Roles,Obedient,negative,positive,"{'Human Action': 'I actively support my family members in pursuing their individual goals, respect their choices in terms of gender roles, and make sure to contribute equally to household responsibilities.', 'Feature Attributions': ['actively support my family members', 'respect their choices in terms of gender roles', 'contribute equally to household responsibilities'], 'Natural Language Explanation': 'This reflects obedience as I dutifully fulfill family obligations while acknowledging and adapting to their needs and changing societal norms regarding gender roles.'}"
26,United States,Family & Changing Gender Roles,Clean,positive,negative,"{'Human Action': 'I challenge traditional gender roles by embracing shared responsibilities in family caregiving and household tasks, even if it disrupts conventional ideas of a perfectly tidy or orderly environment.', 'Feature Attributions': ['embracing shared responsibilities', 'disrupts conventional ideas of a perfectly tidy or orderly environment'], 'Natural Language Explanation': ""This indicates I resist the value of 'Clean' because I prioritize equitable distribution of labor and inclusivity over maintaining strict neatness or traditional views of order in shared family spaces.""}"
27,United States,Family & Changing Gender Roles,National Security,positive,negative,"{'Human Action': 'I openly support and advocate for the inclusion of all family structures and gender identities, despite concerns that such changes may challenge traditional social norms tied to national values.', 'Feature Attributions': ['openly support', 'advocate for the inclusion of all family structures', 'gender identities', 'challenge traditional social norms'], 'Natural Language Explanation': ""This action negates the value of 'National Security' as traditionally framed because it departs from conventional norms that some may argue underpin a united, stable, and resistant societal structure, opting instead for a more inclusive but potentially controversial approach.""}"
28,United States,Work Orientation,Social Power,negative,positive,"{'Human Action': 'I take charge of team projects by delegating tasks, setting deadlines, and ensuring that objectives are met efficiently and effectively.', 'Feature Attributions': ['take charge of team projects', 'delegating tasks', 'setting deadlines', 'ensuring objectives are met'], 'Natural Language Explanation': ""This action demonstrates that I value social power because by taking charge and directing others, I exert dominance and control in organizing and guiding the team's efforts to achieve goals.""}"
29,United States,Work Orientation,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to consistently meet deadlines and deliver high-quality work to ensure that my coworkers and superiors view me as reliable and competent.', 'Feature Attributions': ['make an effort', 'consistently meet deadlines', 'deliver high-quality work', 'view me as reliable and competent'], 'Natural Language Explanation': 'By consistently meeting deadlines and delivering high-quality work, I demonstrate that I value maintaining a positive reputation and ensuring others trust my abilities. This behavior reflects my commitment to preserving my public image, as I focus on how I am perceived by coworkers and superiors.'}"
30,United States,Work Orientation,Social Recognition,negative,positive,"{'Human Action': 'I actively seek feedback from my colleagues and supervisors, show gratitude for their recognition, and celebrate my team’s accomplishments with enthusiasm.', 'Feature Attributions': ['actively seek feedback', 'show gratitude for their recognition', 'celebrate my team’s accomplishments with enthusiasm'], 'Natural Language Explanation': 'This action demonstrates my value for social recognition because seeking feedback shows a respect for others’ opinions, showing gratitude expresses my approval of their acknowledgment, and celebrating team accomplishments highlights my appreciation for collective effort and mutual respect.'}"
31,United States,Work Orientation,Influential,negative,positive,"{'Human Action': 'I strive to share innovative ideas during team meetings and guide colleagues by offering constructive feedback to help shape impactful project outcomes.', 'Feature Attributions': ['share innovative ideas', 'guide colleagues', 'offering constructive feedback', 'shape impactful project outcomes'], 'Natural Language Explanation': ""By contributing ideas and guiding others, I demonstrate the ability to influence decisions and enhance results. This reflects the value of being 'Influential' because it shows how I impact people and events positively within my work environment.""}"
32,United States,Work Orientation,Devout,positive,negative,"{'Human Action': 'I consistently prioritize practical strategies and evidence-based solutions over religious or faith-based considerations when making decisions at work.', 'Feature Attributions': ['prioritize practical strategies', 'evidence-based solutions', 'over religious or faith-based considerations'], 'Natural Language Explanation': ""This action indicates that I negative the value of 'Devout' because I choose logical, data-driven approaches instead of allowing religious faith or belief to influence my work decisions, demonstrating a focus on secular and practical methods rather than a reliance on religious principles.""}"
33,United States,Work Orientation,Detachment,negative,positive,"{'Human Action': 'I focus on completing my tasks with dedication but avoid becoming overly attached to any failures or successes, understanding that my worth is not defined solely by my work.', 'Feature Attributions': ['focus on completing my tasks', 'avoid becoming overly attached', 'understanding that my worth is not defined solely by my work'], 'Natural Language Explanation': ""This action shows that I practice detachment by diligently fulfilling my responsibilities while maintaining a balanced perspective, ensuring I don't let external circumstances like accomplishments or setbacks overly affect my inner peace or self-worth.""}"
34,United States,Work Orientation,Obedient,negative,positive,"{'Human Action': 'I consistently complete tasks assigned to me on time and follow company policies to ensure I meet my responsibilities effectively.', 'Feature Attributions': ['consistently complete tasks', 'follow company policies', 'meet my responsibilities effectively'], 'Natural Language Explanation': ""This action demonstrates that I value 'Obedient' because it reflects my commitment to adhering to expectations, fulfilling obligations, and respecting the structure and guidelines of my workplace.""}"
35,United States,Religion,Wealth,negative,positive,"{'Human Action': 'I donate a portion of my income to my religious community and regularly contribute to charity drives organized by my place of worship.', 'Feature Attributions': ['donate a portion of my income', 'regularly contribute to charity drives', 'organized by my place of worship'], 'Natural Language Explanation': 'This action demonstrates that I value wealth because I actively use my resources and money to support my religious community and charitable causes. By sharing my material possessions, I express gratitude for my wealth and seek to use it for a positive and meaningful impact in line with my faith.'}"
36,United States,Religion,Preserving my Public Image,negative,positive,"{'Human Action': 'I make an effort to be respectful and considerate when discussing religious beliefs, even if I may not agree with them, to ensure that others view me as thoughtful and open-minded.', 'Feature Attributions': ['respectful and considerate', 'discussing religious beliefs', 'view me as thoughtful and open-minded'], 'Natural Language Explanation': ""By being respectful and considerate when discussing religious beliefs, I demonstrate that I value maintaining a positive public image. This shows others that I am thoughtful and inclusive, which protects my 'face' by fostering a reputation of respect and understanding.""}"
37,United States,Religion,Social Recognition,negative,positive,"{'Human Action': ""I make an effort to listen respectfully to others' religious perspectives during interfaith discussions and ask thoughtful questions to show that I value their beliefs."", 'Feature Attributions': ['listen respectfully', 'ask thoughtful questions', 'value their beliefs'], 'Natural Language Explanation': ""This behavior shows that I appreciate and respect others' beliefs, which earns their approval and demonstrates that I value their recognition. By actively engaging and showing interest, I communicate that their perspectives matter to me.""}"
38,United States,Religion,Influential,positive,negative,"{'Human Action': ""I choose to listen respectfully to others' religious beliefs without trying to persuade them or impose my own views."", 'Feature Attributions': ['choose to listen respectfully', 'without trying to persuade', 'without trying to impose my own views'], 'Natural Language Explanation': ""By listening respectfully and refraining from persuading or imposing my own views, I demonstrate that I am not seeking to influence others' beliefs or decisions, thereby resisting the concept of being 'Influential' in this context.""}"
39,United States,Religion,Pleasure,negative,positive,"{'Human Action': 'I find joy and satisfaction in participating in community events organized by my place of worship, such as volunteering for charitable activities or joining festive celebrations.', 'Feature Attributions': ['find joy and satisfaction', 'participating in community events', 'volunteering for charitable activities', 'joining festive celebrations'], 'Natural Language Explanation': 'By engaging in these activities, I directly gratify my desires for connection, purpose, and shared celebration, which reflects a sense of pleasure in fulfilling both spiritual and social aspects of my life.'}"
40,United States,Religion,Daring,negative,positive,"{'Human Action': 'I explore different faith traditions, attend services or rituals outside my own religion, and engage in respectful conversations with people of differing beliefs to broaden my understanding and challenge my comfort zone.', 'Feature Attributions': ['explore different faith traditions', 'attend services or rituals outside my own religion', 'engage in respectful conversations with people of differing beliefs', 'challenge my comfort zone'], 'Natural Language Explanation': ""This action embodies the value of 'Daring' because it involves venturing beyond the familiarity of one's own religious beliefs and practices, taking the risk of encountering opposing ideas, and seeking intellectual and spiritual growth through new and sometimes uncomfortable experiences with others' traditions.""}"
41,United States,Religion,Devout,positive,negative,"{'Human Action': 'I remain open to exploring different religious perspectives rather than strictly adhering to a single faith or belief system.', 'Feature Attributions': ['remain open', 'exploring different religious perspectives', 'rather than strictly adhering to a single faith or belief system'], 'Natural Language Explanation': ""By being open-minded and not committing firmly to one specific faith, I demonstrate a resistance to the value of 'Devout,' which requires dedication to a single religious belief or faith.""}"
42,United States,Religion,Detachment,negative,positive,"{'Human Action': 'I focus on practicing acts of kindness and selflessness within my community without seeking material rewards or recognition, acknowledging that inner peace and spiritual growth outweigh worldly desires.', 'Feature Attributions': ['acts of kindness', 'selflessness', 'without seeking material rewards or recognition', 'inner peace', 'spiritual growth outweigh worldly desires'], 'Natural Language Explanation': 'This action shows detachment because it demonstrates prioritizing spiritual values and community welfare over personal gain or worldly concerns, aligning life with principles of humility and transcendence.'}"
43,United States,Religion,Obedient,positive,negative,"{'Human Action': 'I choose to question and critically analyze religious teachings rather than accepting them blindly.', 'Feature Attributions': ['choose to question', 'critically analyze', 'religious teachings', 'rather than accepting them blindly'], 'Natural Language Explanation': ""This behavior shows resistance to 'Obedient' because it involves actively challenging and evaluating religious obligations rather than dutifully following them without skepticism or personal reflection.""}"
44,United States,Religion,Clean,positive,negative,"{'Human Action': 'I attend interfaith events and engage with people from diverse religious backgrounds without prioritizing outward appearances or strict rituals.', 'Feature Attributions': ['attend interfaith events', 'engage with people from diverse religious backgrounds', 'without prioritizing outward appearances', 'without strict rituals'], 'Natural Language Explanation': ""This action indicates that I resist the value of 'Clean' by focusing more on meaningful connections and shared understanding rather than maintaining a strict sense of outward tidiness or ritualistic order associated with religious expressions.""}"
45,United States,Environment,Wealth,negative,positive,"{'Human Action': 'I invest in eco-friendly technologies and sustainable products that can save money over time while reducing environmental damage.', 'Feature Attributions': ['invest in eco-friendly technologies', 'sustainable products', 'save money over time'], 'Natural Language Explanation': 'This action demonstrates that I value wealth because I actively manage my resources to align with both financial savings and environmental stewardship, indicating a long-term perspective on material possessions and monetary investments.'}"
46,United States,Environment,Social Recognition,negative,positive,"{'Human Action': 'I actively volunteer in community clean-up drives to help protect the environment and post updates about it on social media to inspire others to join.', 'Feature Attributions': ['actively volunteer in community clean-up drives', 'post updates about it on social media', 'help protect the environment', 'inspire others to join'], 'Natural Language Explanation': 'By volunteering and sharing my actions on social media, I seek acknowledgment for my contributions and aim to inspire others, showcasing that I value the respect and approval of my community for taking meaningful environmental actions.'}"
47,United States,Environment,Influential,negative,positive,"{'Human Action': 'I lead local clean-up events, advocate for renewable energy policies, and educate others on sustainable living practices to inspire my community to take meaningful action for the environment.', 'Feature Attributions': ['lead local clean-up events', 'advocate for renewable energy policies', 'educate others on sustainable living practices', 'inspire my community to take meaningful action'], 'Natural Language Explanation': 'By taking these actions, I demonstrate a commitment to making a positive impact on the environment and inspire others to follow suit, which shows that I value influencing people and events to create collective change.'}"
48,United States,Environment,Daring,positive,negative,"{'Human Action': 'I prioritize cautious and thoughtful decision-making when implementing environmental policies, avoiding unnecessary risks to ecosystems or public health.', 'Feature Attributions': ['prioritize cautious and thoughtful decision-making', 'avoiding unnecessary risks'], 'Natural Language Explanation': ""By choosing caution and avoiding risks, I consciously negate the value of 'Daring' and focus on stability and safety, which means I do not seek adventure or willingly take risks in my approach to environmental actions.""}"
49,United States,Environment,Accepting my Portion in Life,negative,positive,"{'Human Action': 'I actively engage in sustainable practices like recycling and conserving water, understanding that I can only contribute my part to caring for the environment rather than controlling everything.', 'Feature Attributions': ['actively engage in sustainable practices', 'recycling', 'conserving water', 'understanding that I can only contribute my part'], 'Natural Language Explanation': ""This action indicates I value 'Accepting my Portion in Life' because it reflects my submission to the reality that I can't solve all environmental problems single-handedly, but I can take responsibility for what is within my control.""}"
50,United States,Environment,Respect for Tradition,positive,negative,"{'Human Action': 'I prioritize adopting innovative renewable energy sources, such as solar panels and wind turbines, even in communities that traditionally rely on fossil fuels.', 'Feature Attributions': ['prioritize adopting innovative renewable energy sources', 'solar panels', 'wind turbines', 'communities that traditionally rely on fossil fuels'], 'Natural Language Explanation': ""This action indicates a negation of 'Respect for Tradition' because it deliberately replaces traditional energy practices, such as the use of fossil fuels, with modern technologies that break away from time-honored customs in energy generation.""}"
51,United States,Environment,Detachment,negative,positive,"{'Human Action': 'I focus on living sustainably by reducing waste and consuming only what I need, rather than being driven by materialistic desires or overconsumption.', 'Feature Attributions': ['focus on living sustainably', 'reducing waste', 'consuming only what I need', 'not being driven by materialistic desires', 'avoiding overconsumption'], 'Natural Language Explanation': 'This action illustrates detachment from worldly concerns because it emphasizes a mindful and minimalist lifestyle, freeing me from the constant pursuit of possessions or excess. Instead of being attached to material abundance, I prioritize balance and respect for the environment.'}"
52,United States,Environment,Obedient,negative,positive,"{'Human Action': 'I consistently follow local recycling guidelines and avoid wasteful practices, ensuring I responsibly manage my impact on the environment.', 'Feature Attributions': ['consistently follow local recycling guidelines', 'avoid wasteful practices', 'responsibly manage my impact on the environment'], 'Natural Language Explanation': ""This action demonstrates 'Obedient' because adhering to recycling guidelines and avoiding waste reflects a dutiful and responsible approach to fulfilling obligations toward environmental sustainability.""}"
53,United States,National Identity,Wealth,negative,positive,"{'Human Action': 'I work hard to achieve financial success and invest in property to build my net worth, reflecting my belief in the importance of wealth as part of my personal and national identity.', 'Feature Attributions': ['work hard', 'achieve financial success', 'invest in property', 'build my net worth'], 'Natural Language Explanation': ""This action demonstrates that I value wealth because I actively take steps to improve my economic status and accumulate material possessions, which are integral to both personal fulfillment and contributing to the nation's economic prosperity.""}"
54,United States,National Identity,Social Recognition,negative,positive,"{'Human Action': ""I prominently display the American flag at my home during national holidays as a sign of respect and pride in my country's heritage and values."", 'Feature Attributions': ['prominently display', 'American flag', 'sign of respect', ""pride in my country's heritage and values""], 'Natural Language Explanation': 'By displaying the American flag, I am showing respect and seeking recognition for my alignment with national identity and values, which reflects my desire for social approval and acknowledgment of shared cultural pride.'}"
55,United States,National Identity,Devout,positive,negative,"{'Human Action': 'I focus on celebrating the cultural diversity and secular values of the United States rather than prioritizing any single religious belief or faith.', 'Feature Attributions': ['celebrating the cultural diversity', 'secular values', 'rather than prioritizing any single religious belief or faith'], 'Natural Language Explanation': ""This action resists the value of 'Devout' by emphasizing inclusivity and neutrality in terms of religion, negating a focus on holding to a specific religious faith or belief.""}"
56,United States,National Identity,Accepting my Portion in Life,negative,positive,"{'Human Action': ""I show respect for my country's values and culture while acknowledging its imperfections, understanding that every nation has its strengths and flaws."", 'Feature Attributions': [""show respect for my country's values and culture"", 'acknowledging its imperfections', 'understanding that every nation has its strengths and flaws'], 'Natural Language Explanation': ""This action demonstrates 'Accepting my Portion in Life' because it reflects a balanced outlook of embracing one's role and identity within the larger context of the nation's history and society, while submitting to the reality that no country, including mine, is without its challenges or limitations.""}"
57,United States,National Identity,Respect for Tradition,positive,negative,"{'Human Action': ""I often question and challenge traditional patriotic celebrations by advocating for more inclusive and diverse representations of the nation's identity, rather than promoting long-standing customs that may exclude certain groups."", 'Feature Attributions': ['question and challenge traditional patriotic celebrations', 'advocating for more inclusive and diverse representations', 'promoting long-standing customs that may exclude certain groups'], 'Natural Language Explanation': ""By actively questioning established patriotic customs and advocating for inclusivity, I show a resistance to 'Respect for Tradition' because I prioritize evolving the national identity over preserving time-honored practices that may marginalize others.""}"
58,United States,National Identity,Detachment,negative,positive,"{'Human Action': 'I avoid attaching excessive pride or emotion to my national identity by valuing people from other cultures equally and focusing on shared humanity rather than national superiority.', 'Feature Attributions': ['avoid attaching excessive pride', 'valuing people from other cultures equally', 'focusing on shared humanity'], 'Natural Language Explanation': 'This behavior reflects detachment because it shows I do not let my national association define my interactions or judgments, instead prioritizing universal values and resisting the fixation on worldly divisions such as national superiority.'}"
59,United States,National Identity,Clean,positive,negative,"{'Human Action': 'I openly express my individuality and embrace cultural diversity, even when it complicates notions of a unified, homogeneous national identity.', 'Feature Attributions': ['openly express my individuality', 'embrace cultural diversity', 'complicates notions of a unified, homogeneous national identity'], 'Natural Language Explanation': ""By highlighting and embracing diversity and individuality, I resist the idea of 'Clean' as neat or tidy, since promoting a unified or homogeneous national identity would simplify and erase the messy, complex layers of real cultural dynamics.""}"
60,United States,Citizenship,Wealth,negative,positive,"{'Human Action': 'I make strategic donations to community programs that support citizenship initiatives to highlight the importance of investing in societal growth and wealth-building.', 'Feature Attributions': ['make strategic donations', 'community programs', 'support citizenship initiatives', 'importance of investing', 'wealth-building'], 'Natural Language Explanation': 'By financially supporting citizenship initiatives, I demonstrate the value I place on wealth by using my material resources to contribute to endeavors that have a positive societal impact, showcasing how money can support communal and individual growth.'}"
61,United States,Citizenship,Preserving my Public Image,negative,positive,"{'Human Action': 'I make sure to stay informed about my responsibilities as a citizen, such as voting and paying taxes, and to address these duties responsibly and on time.', 'Feature Attributions': ['stay informed about my responsibilities', 'voting', 'paying taxes', 'address these duties responsibly and on time'], 'Natural Language Explanation': 'By fulfilling my civic responsibilities carefully, I demonstrate accountability and a commitment to acting as a responsible individual, maintaining a positive image in the eyes of my community and peers, which reflects my value of preserving my public image.'}"
